NUMBER, DRIVER_NUMBER, LAP_NUMBER,LAP_TIME, LAP_IMPROVEMENT, CROSSING_FINISH_LINE_IN_PIT, S1, S1_IMPROVEMENT, S2, S2_IMPROVEMENT, S3, S3_IMPROVEMENT, KPH, ELAPSED, HOUR,S1_LARGE,S2_LARGE,S3_LARGE,DRIVER_NAME,PIT_TIME,GROUP,TEAM,POWER,LOCATION,EVENT,S1 minutes,S1 seconds,S2 minutes,S2 seconds,S3 minutes,S3 seconds,ELAPSED minutes,ELAPSED seconds,minutes,seconds,S1 Large minutes,S1 Large seconds,S2 Large minutes,S2 Large seconds,S3 Large minutes,S3 Large seconds,PIT_TIME Large minutes,PIT_TIME Large seconds
5,1,5,107,0,Not Available,00:26.215,0,00:31.183,0,00:28.314,0,94.6,08:10.8,08:10.8,00:26.2,00:31.2,00:28.3,SVANDOO,00:00.00,0.0,Ml,245.27729934550464,Location 7,Free Practice 1,0,26.215,0,31.183,0,28.314,8,10.8,8,10.8,0,26.2,0,31.2,0,28.3,0,0.0
5,1,6,83,0,Not Available,00:26.111,0,00:30.946,0,00:28.331,0,94.9,09:36.2,09:36.2,00:26.1,00:30.9,00:28.3,SVANDOO,00:00.00,0.0,Ml,245.27729934550464,Location 7,Free Practice 1,0,26.111,0,30.946,0,28.331,9,36.2,9,36.2,0,26.1,0,30.9,0,28.3,0,0.0
5,1,7,70,0,Not Available,00:26.081,0,00:30.96,0,00:28.408,0,94.9,11:01.6,11:01.6,00:26.1,00:31.0,00:28.4,SVANDOO,00:00.00,0.0,Ml,245.27729934550464,Location 7,Free Practice 1,0,26.081,0,30.96,0,28.408,11,1.6,11,1.6,0,26.1,0,31.0,0,28.4,0,0.0
5,1,8,70,0,Not Available,00:26.502,0,00:31.326,0,00:28.503,0,93.9,12:27.9,12:27.9,00:26.5,00:31.3,00:28.5,SVANDOO,00:00.00,0.0,Ml,245.27729934550464,Location 7,Free Practice 1,0,26.502,0,31.326,0,28.503,12,27.9,12,27.9,0,26.5,0,31.3,0,28.5,0,0.0
5,1,9,100,0,B,00:28.65,0,00:34.414,0,00:36.301,0,81.6,14:07.3,14:07.3,00:28.6,00:34.4,00:36.3,SVANDOO,00:00.00,0.0,Ml,245.27729934550464,Location 7,Free Practice 1,0,28.65,0,34.414,0,36.301,14,7.3,14,7.3,0,28.6,0,34.4,0,36.3,0,0.0
5,1,10,93,0,Not Available,05:20.0,0,00:37.572,0,00:32.85,0,20.8,20:37.7,20:37.7,05:20.0,00:37.6,00:32.8,SVANDOO,04:55.1,0.0,Ml,245.27729934550464,Location 7,Free Practice 1,5,20.0,0,37.572,0,32.85,20,37.7,20,37.7,5,20.0,0,37.6,0,32.8,4,55.1
5,1,11,69,0,Not Available,00:29.892,0,00:35.609,0,00:32.489,0,82.7,22:15.7,22:15.7,00:29.9,00:35.6,00:32.5,SVANDOO,00:00.00,0.0,Ml,245.27729934550464,Location 7,Free Practice 1,0,29.892,0,35.609,0,32.489,22,15.7,22,15.7,0,29.9,0,35.6,0,32.5,0,0.0
5,1,12,71,0,Not Available,00:25.752,0,00:30.672,0,00:27.875,0,96.2,23:40.0,23:40.0,00:25.8,00:30.7,00:27.9,SVANDOO,00:00.00,0.0,Ml,245.27729934550464,Location 7,Free Practice 1,0,25.752,0,30.672,0,27.875,23,40.0,23,40.0,0,25.8,0,30.7,0,27.9,0,0.0
5,1,13,83,0,Not Available,00:32.642,0,00:36.932,0,00:31.523,0,80.2,25:21.1,25:21.1,00:32.6,00:36.9,00:31.5,SVANDOO,00:00.00,0.0,Ml,245.27729934550464,Location 7,Free Practice 1,0,32.642,0,36.932,0,31.523,25,21.1,25,21.1,0,32.6,0,36.9,0,31.5,0,0.0
5,1,14,93,0,Not Available,00:25.431,0,00:30.19,0,00:27.824,0,97.2,26:44.6,26:44.6,00:25.4,00:30.2,00:27.8,SVANDOO,00:00.00,0.0,Ml,250.0,Location 7,Free Practice 1,0,25.431,0,30.19,0,27.824,26,44.6,26,44.6,0,25.4,0,30.2,0,27.8,0,0.0
5,1,15,68,0,Not Available,00:31.18,0,00:40.635,0,00:36.841,0,74.6,28:33.2,28:33.2,00:31.2,00:40.6,00:36.8,SVANDOO,00:00.00,0.0,Ml,235.0,Location 7,Free Practice 1,0,31.18,0,40.635,0,36.841,28,33.2,28,33.2,0,31.2,0,40.6,0,36.8,0,0.0
5,1,16,71,0,Not Available,00:25.241,0,00:29.83,0,00:27.948,0,97.7,29:56.2,29:56.2,00:25.2,00:29.8,00:27.9,SVANDOO,00:00.00,0.0,Ml,235.0,Location 7,Free Practice 1,0,25.241,0,29.83,0,27.948,29,56.2,29,56.2,0,25.2,0,29.8,0,27.9,0,0.0
5,1,17,182,0,Not Available,00:30.707,0,00:44.541,0,00:34.346,0,74.0,31:45.8,31:45.8,00:30.7,00:44.5,00:34.3,SVANDOO,00:00.00,0.0,Ml,235.0,Location 7,Free Practice 1,0,30.707,0,44.541,0,34.346,31,45.8,31,45.8,0,30.7,0,44.5,0,34.3,0,0.0
5,1,18,71,0,Not Available,00:25.414,0,00:30.287,0,00:27.703,0,97.2,33:09.2,33:09.2,00:25.4,00:30.3,00:27.7,SVANDOO,00:00.00,0.0,Ml,245.27729934550464,Location 7,Free Practice 1,0,25.414,0,30.287,0,27.703,33,9.2,33,9.2,0,25.4,0,30.3,0,27.7,0,0.0
5,1,19,97,0,B,00:30.458,0,00:37.018,0,00:37.923,0,76.9,34:54.6,34:54.6,00:30.5,00:37.0,00:37.9,SVANDOO,00:00.00,0.0,Ml,245.27729934550464,Location 7,Free Practice 1,0,30.458,0,37.018,0,37.923,34,54.6,34,54.6,0,30.5,0,37.0,0,37.9,0,0.0
5,1,20,121,0,Not Available,01:18.2,0,00:38.769,0,00:32.16,0,54.4,37:23.8,37:23.8,01:18.2,00:38.8,00:32.2,SVANDOO,00:50.8,0.0,Ml,245.27729934550464,Location 7,Free Practice 1,1,18.2,0,38.769,0,32.16,37,23.8,37,23.8,1,18.2,0,38.8,0,32.2,0,50.8
5,1,21,103,0,Not Available,00:30.581,0,00:35.518,0,00:32.34,0,82.4,39:02.2,39:02.2,00:30.6,00:35.5,00:32.3,SVANDOO,00:00.00,0.0,Ml,250.0,Location 7,Free Practice 1,0,30.581,0,35.518,0,32.34,39,2.2,39,2.2,0,30.6,0,35.5,0,32.3,0,0.0
5,1,22,103,2,Not Available,00:24.889,2,00:29.534,2,00:27.392,2,99.1,40:24.0,40:24.0,00:24.9,00:29.5,00:27.4,SVANDOO,00:00.00,0.0,Ml,250.0,Location 7,Free Practice 1,0,24.889,0,29.534,0,27.392,40,24.0,40,24.0,0,24.9,0,29.5,0,27.4,0,0.0
5,1,23,86,0,B,00:29.038,0,00:36.986,0,00:34.917,0,80.3,42:05.0,42:05.0,00:29.0,00:37.0,00:34.9,SVANDOO,00:00.00,0.0,Ml,250.0,Location 7,Free Practice 1,0,29.038,0,36.986,0,34.917,42,5.0,42,5.0,0,29.0,0,37.0,0,34.9,0,0.0
5,1,24,100,0,Not Available,01:26.3,0,00:32.8,0,00:33.4,0,53.2,44:37.5,44:37.5,01:26.3,00:32.8,00:33.4,SVANDOO,00:59.8,0.0,Ml,245.27729934550464,Location 7,Free Practice 1,1,26.3,0,32.8,0,33.4,44,37.5,44,37.5,1,26.3,0,32.8,0,33.4,0,59.8
5,1,25,72,0,Not Available,00:25.42,0,00:30.283,0,00:27.542,0,97.4,46:00.8,46:00.8,00:25.4,00:30.3,00:27.5,SVANDOO,00:00.00,0.0,Ml,245.27729934550464,Location 7,Free Practice 1,0,25.42,0,30.283,0,27.542,46,0.8,46,0.8,0,25.4,0,30.3,0,27.5,0,0.0
6,1,1,104,0,Not Available,01:04.8,0,00:34.095,0,00:35.224,0,60.5,02:14.1,02:14.1,01:04.8,00:34.1,00:35.2,J,00:40.0,0.0,DRAGONR,245.27729934550464,Location 7,Free Practice 1,1,4.8,0,34.095,0,35.224,2,14.1,2,14.1,1,4.8,0,34.1,0,35.2,0,40.0
6,1,2,135,0,Not Available,00:27.364,0,00:32.486,0,00:29.359,0,90.9,03:43.3,03:43.3,00:27.4,00:32.5,00:29.4,J,00:00.00,0.0,DRAGONR,245.27729934550464,Location 7,Free Practice 1,0,27.364,0,32.486,0,29.359,3,43.3,3,43.3,0,27.4,0,32.5,0,29.4,0,0.0
6,1,3,93,0,Not Available,00:28.718,0,01:03.9,0,00:29.676,0,66.3,05:45.6,05:45.6,00:28.7,01:03.9,00:29.7,J,00:00.00,0.0,DRAGONR,245.27729934550464,Location 7,Free Practice 1,0,28.718,1,3.9,0,29.676,5,45.6,5,45.6,0,28.7,1,3.9,0,29.7,0,0.0
6,1,4,86,0,Not Available,00:26.419,0,00:31.333,0,00:28.515,0,94.0,07:11.9,07:11.9,00:26.4,00:31.3,00:28.5,J,00:00.00,0.0,DRAGONR,245.27729934550464,Location 7,Free Practice 1,0,26.419,0,31.333,0,28.515,7,11.9,7,11.9,0,26.4,0,31.3,0,28.5,0,0.0
6,1,5,106,0,Not Available,00:26.335,0,00:31.202,0,00:28.368,0,94.4,08:37.8,08:37.8,00:26.3,00:31.2,00:28.4,J,00:00.00,0.0,DRAGONR,245.27729934550464,Location 7,Free Practice 1,0,26.335,0,31.202,0,28.368,8,37.8,8,37.8,0,26.3,0,31.2,0,28.4,0,0.0
6,1,6,89,0,Not Available,00:26.275,0,00:31.073,0,00:28.608,0,94.3,10:03.7,10:03.7,00:26.3,00:31.1,00:28.6,J,00:00.00,0.0,DRAGONR,245.27729934550464,Location 7,Free Practice 1,0,26.275,0,31.073,0,28.608,10,3.7,10,3.7,0,26.3,0,31.1,0,28.6,0,0.0
6,1,7,93,0,Not Available,00:29.005,0,00:35.093,0,00:28.622,0,87.4,11:36.4,11:36.4,00:29.0,00:35.1,00:28.6,J,00:00.00,0.0,DRAGONR,245.27729934550464,Location 7,Free Practice 1,0,29.005,0,35.093,0,28.622,11,36.4,11,36.4,0,29.0,0,35.1,0,28.6,0,0.0
6,1,8,106,0,Not Available,00:26.189,0,00:30.981,0,00:28.381,0,94.8,13:02.0,13:02.0,00:26.2,00:31.0,00:28.4,J,00:00.00,0.0,DRAGONR,245.27729934550464,Location 7,Free Practice 1,0,26.189,0,30.981,0,28.381,13,2.0,13,2.0,0,26.2,0,31.0,0,28.4,0,0.0
6,1,9,104,0,Not Available,00:30.252,0,00:36.106,0,00:32.804,0,81.8,14:41.2,14:41.2,00:30.3,00:36.1,00:32.8,J,00:00.00,0.0,DRAGONR,245.27729934550464,Location 7,Free Practice 1,0,30.252,0,36.106,0,32.804,14,41.2,14,41.2,0,30.3,0,36.1,0,32.8,0,0.0
6,1,10,88,0,Not Available,00:25.762,0,00:30.751,0,00:28.151,0,95.8,16:05.8,16:05.8,00:25.8,00:30.8,00:28.2,J,00:00.00,0.0,DRAGONR,245.27729934550464,Location 7,Free Practice 1,0,25.762,0,30.751,0,28.151,16,5.8,16,5.8,0,25.8,0,30.8,0,28.2,0,0.0
6,1,11,146,0,Not Available,00:28.698,0,00:36.286,0,00:30.641,0,84.8,17:41.4,17:41.4,00:28.7,00:36.3,00:30.6,J,00:00.00,0.0,DRAGONR,245.27729934550464,Location 7,Free Practice 1,0,28.698,0,36.286,0,30.641,17,41.4,17,41.4,0,28.7,0,36.3,0,30.6,0,0.0
6,1,12,118,0,Not Available,00:25.713,0,00:30.577,0,00:28.319,0,95.8,19:06.0,19:06.0,00:25.7,00:30.6,00:28.3,J,00:00.00,0.0,DRAGONR,245.27729934550464,Location 7,Free Practice 1,0,25.713,0,30.577,0,28.319,19,6.0,19,6.0,0,25.7,0,30.6,0,28.3,0,0.0
6,1,13,83,0,B,00:28.476,0,00:34.857,0,00:35.243,0,82.2,20:44.6,20:44.6,00:28.5,00:34.9,00:35.2,J,00:00.00,0.0,DRAGONR,245.27729934550464,Location 7,Free Practice 1,0,28.476,0,34.857,0,35.243,20,44.6,20,44.6,0,28.5,0,34.9,0,35.2,0,0.0
6,1,14,91,0,Not Available,05:24.4,0,00:33.595,0,00:30.639,0,20.9,27:13.3,27:13.3,05:24.4,00:33.6,00:30.6,J,05:01.9,0.0,DRAGONR,245.27729934550464,Location 7,Free Practice 1,5,24.4,0,33.595,0,30.639,27,13.3,27,13.3,5,24.4,0,33.6,0,30.6,5,1.9
6,1,15,84,0,Not Available,00:27.766,0,00:32.004,0,00:31.621,0,88.7,28:44.7,28:44.7,00:27.8,00:32.0,00:31.6,J,00:00.00,0.0,DRAGONR,245.27729934550464,Location 7,Free Practice 1,0,27.766,0,32.004,0,31.621,28,44.7,28,44.7,0,27.8,0,32.0,0,31.6,0,0.0
6,1,16,104,0,Not Available,00:25.354,0,00:30.206,0,00:27.454,0,97.7,30:07.7,30:07.7,00:25.4,00:30.2,00:27.5,J,00:00.00,0.0,DRAGONR,245.27729934550464,Location 7,Free Practice 1,0,25.354,0,30.206,0,27.454,30,7.7,30,7.7,0,25.4,0,30.2,0,27.5,0,0.0
6,1,17,83,0,Not Available,00:29.213,0,00:36.932,0,00:36.12,0,79.3,31:50.0,31:50.0,00:29.2,00:36.9,00:36.1,J,00:00.00,0.0,DRAGONR,250.0,Location 7,Free Practice 1,0,29.213,0,36.932,0,36.12,31,50.0,31,50.0,0,29.2,0,36.9,0,36.1,0,0.0
6,1,18,128,0,Not Available,00:25.127,0,00:29.882,0,00:27.762,0,97.9,33:12.7,33:12.7,00:25.1,00:29.9,00:27.8,J,00:00.00,0.0,DRAGONR,250.0,Location 7,Free Practice 1,0,25.127,0,29.882,0,27.762,33,12.7,33,12.7,0,25.1,0,29.9,0,27.8,0,0.0
6,1,19,118,0,B,00:30.813,0,00:37.792,0,00:35.053,0,78.2,34:56.4,34:56.4,00:30.8,00:37.8,00:35.1,J,00:00.00,0.0,DRAGONR,235.0,Location 7,Free Practice 1,0,30.813,0,37.792,0,35.053,34,56.4,34,56.4,0,30.8,0,37.8,0,35.1,0,0.0
6,1,20,126,0,Not Available,05:17.5,0,00:35.204,0,00:31.461,0,21.1,41:20.6,41:20.6,05:17.5,00:35.2,00:31.5,J,04:55.9,0.0,DRAGONR,245.27729934550464,Location 7,Free Practice 1,5,17.5,0,35.204,0,31.461,41,20.6,41,20.6,5,17.5,0,35.2,0,31.5,4,55.9
6,1,21,106,0,Not Available,00:28.325,0,00:35.873,0,00:35.906,0,81.0,43:00.7,43:00.7,00:28.3,00:35.9,00:35.9,J,00:00.00,0.0,DRAGONR,235.0,Location 7,Free Practice 1,0,28.325,0,35.873,0,35.906,43,0.7,43,0.7,0,28.3,0,35.9,0,35.9,0,0.0
6,1,22,69,2,Not Available,00:25.004,2,00:29.871,2,00:27.426,2,98.5,44:23.0,44:23.0,00:25.0,00:29.9,00:27.4,J,00:00.00,0.0,DRAGONR,235.0,Location 7,Free Practice 1,0,25.004,0,29.871,0,27.426,44,23.0,44,23.0,0,25.0,0,29.9,0,27.4,0,0.0
6,1,23,72,0,Not Available,00:28.854,0,00:37.581,0,00:30.733,0,83.4,46:00.2,46:00.2,00:28.9,00:37.6,00:30.7,J,00:00.00,0.0,DRAGONR,235.0,Location 7,Free Practice 1,0,28.854,0,37.581,0,30.733,46,0.2,46,0.2,0,28.9,0,37.6,0,30.7,0,0.0
7,1,1,85,0,Not Available,01:06.2,0,00:34.7,0,00:38.359,0,58.2,02:19.3,02:19.3,01:06.2,00:34.7,00:38.4,SM,00:41.9,0.0,DRAGONo,245.27729934550464,Location 7,Free Practice 1,1,6.2,0,34.7,0,38.359,2,19.3,2,19.3,1,6.2,0,34.7,0,38.4,0,41.9
7,1,2,71,0,Not Available,00:26.753,0,00:31.791,0,00:35.928,0,85.8,03:53.7,03:53.7,00:26.8,00:31.8,00:35.9,SM,00:00.00,0.0,DRAGONo,245.27729934550464,Location 7,Free Practice 1,0,26.753,0,31.791,0,35.928,3,53.7,3,53.7,0,26.8,0,31.8,0,35.9,0,0.0
7,1,3,91,0,Not Available,00:32.226,0,00:52.448,0,00:30.68,0,70.3,05:49.1,05:49.1,00:32.2,00:52.4,00:30.7,SM,00:00.00,0.0,DRAGONo,245.27729934550464,Location 7,Free Practice 1,0,32.226,0,52.448,0,30.68,5,49.1,5,49.1,0,32.2,0,52.4,0,30.7,0,0.0
7,1,4,72,0,Not Available,00:26.143,0,00:31.33,0,00:28.558,0,94.2,07:15.1,07:15.1,00:26.1,00:31.3,00:28.6,SM,00:00.00,0.0,DRAGONo,245.27729934550464,Location 7,Free Practice 1,0,26.143,0,31.33,0,28.558,7,15.1,7,15.1,0,26.1,0,31.3,0,28.6,0,0.0
7,1,5,71,0,Not Available,00:26.505,0,00:31.083,0,00:28.714,0,93.9,08:41.4,08:41.4,00:26.5,00:31.1,00:28.7,SM,00:00.00,0.0,DRAGONo,245.27729934550464,Location 7,Free Practice 1,0,26.505,0,31.083,0,28.714,8,41.4,8,41.4,0,26.5,0,31.1,0,28.7,0,0.0
7,1,6,99,0,Not Available,00:26.122,0,00:31.098,0,00:28.363,0,94.7,10:07.0,10:07.0,00:26.1,00:31.1,00:28.4,SM,00:00.00,0.0,DRAGONo,245.27729934550464,Location 7,Free Practice 1,0,26.122,0,31.098,0,28.363,10,7.0,10,7.0,0,26.1,0,31.1,0,28.4,0,0.0
7,1,7,83,0,Not Available,00:34.034,0,00:36.782,0,00:30.305,0,80.2,11:48.1,11:48.1,00:34.0,00:36.8,00:30.3,SM,00:00.00,0.0,DRAGONo,245.27729934550464,Location 7,Free Practice 1,0,34.034,0,36.782,0,30.305,11,48.1,11,48.1,0,34.0,0,36.8,0,30.3,0,0.0
7,1,8,86,0,Not Available,00:25.735,0,00:30.664,0,00:28.247,0,95.8,13:12.8,13:12.8,00:25.7,00:30.7,00:28.2,SM,00:00.00,0.0,DRAGONo,245.27729934550464,Location 7,Free Practice 1,0,25.735,0,30.664,0,28.247,13,12.8,13,12.8,0,25.7,0,30.7,0,28.2,0,0.0
7,1,9,69,0,Not Available,00:25.988,0,00:30.806,0,00:28.191,0,95.4,14:37.8,14:37.8,00:26.0,00:30.8,00:28.2,SM,00:00.00,0.0,DRAGONo,245.27729934550464,Location 7,Free Practice 1,0,25.988,0,30.806,0,28.191,14,37.8,14,37.8,0,26.0,0,30.8,0,28.2,0,0.0
7,1,10,78,0,Not Available,00:33.209,0,00:39.487,0,00:33.957,0,76.0,16:24.4,16:24.4,00:33.2,00:39.5,00:34.0,SM,00:00.00,0.0,DRAGONo,245.27729934550464,Location 7,Free Practice 1,0,33.209,0,39.487,0,33.957,16,24.4,16,24.4,0,33.2,0,39.5,0,34.0,0,0.0
7,1,11,94,0,Not Available,00:25.572,0,00:31.07,0,00:28.162,0,95.6,17:49.2,17:49.2,00:25.6,00:31.1,00:28.2,SM,00:00.00,0.0,DRAGONo,245.27729934550464,Location 7,Free Practice 1,0,25.572,0,31.07,0,28.162,17,49.2,17,49.2,0,25.6,0,31.1,0,28.2,0,0.0
7,1,12,76,0,B,00:27.286,0,00:33.718,0,00:33.348,0,85.9,19:23.6,19:23.6,00:27.3,00:33.7,00:33.3,SM,00:00.00,0.0,DRAGONo,245.27729934550464,Location 7,Free Practice 1,0,27.286,0,33.718,0,33.348,19,23.6,19,23.6,0,27.3,0,33.7,0,33.3,0,0.0
7,1,13,88,0,Not Available,07:13.8,0,00:33.475,0,00:32.527,0,16.2,27:43.4,27:43.4,07:13.8,00:33.5,00:32.5,SM,06:53.1,0.0,DRAGONo,245.27729934550464,Location 7,Free Practice 1,7,13.8,0,33.475,0,32.527,27,43.4,27,43.4,7,13.8,0,33.5,0,32.5,6,53.1
7,1,14,88,0,Not Available,00:27.503,0,00:34.145,0,00:29.726,0,88.7,29:14.7,29:14.7,00:27.5,00:34.1,00:29.7,SM,00:00.00,0.0,DRAGONo,235.0,Location 7,Free Practice 1,0,27.503,0,34.145,0,29.726,29,14.7,29,14.7,0,27.5,0,34.1,0,29.7,0,0.0
7,1,15,91,0,Not Available,00:24.971,2,00:29.651,0,00:27.606,0,98.6,30:37.0,30:37.0,00:25.0,00:29.7,00:27.6,SM,00:00.00,0.0,DRAGONo,235.0,Location 7,Free Practice 1,0,24.971,0,29.651,0,27.606,30,37.0,30,37.0,0,25.0,0,29.7,0,27.6,0,0.0
7,1,16,84,0,Not Available,00:29.291,0,00:35.943,0,00:34.854,0,81.0,32:17.0,32:17.0,00:29.3,00:35.9,00:34.9,SM,00:00.00,0.0,DRAGONo,235.0,Location 7,Free Practice 1,0,29.291,0,35.943,0,34.854,32,17.0,32,17.0,0,29.3,0,35.9,0,34.9,0,0.0
7,1,17,79,0,Not Available,00:25.358,0,00:30.266,0,00:27.835,0,97.1,33:40.5,33:40.5,00:25.4,00:30.3,00:27.8,SM,00:00.00,0.0,DRAGONo,245.27729934550464,Location 7,Free Practice 1,0,25.358,0,30.266,0,27.835,33,40.5,33,40.5,0,25.4,0,30.3,0,27.8,0,0.0
7,1,18,105,0,B,00:28.676,0,00:33.779,0,00:31.304,0,86.5,35:14.3,35:14.3,00:28.7,00:33.8,00:31.3,SM,00:00.00,0.0,DRAGONo,245.27729934550464,Location 7,Free Practice 1,0,28.676,0,33.779,0,31.304,35,14.3,35,14.3,0,28.7,0,33.8,0,31.3,0,0.0
7,1,19,68,0,Not Available,05:28.7,0,00:34.784,0,00:30.214,0,20.6,41:48.0,41:48.0,05:28.7,00:34.8,00:30.2,SM,05:05.2,0.0,DRAGONo,245.27729934550464,Location 7,Free Practice 1,5,28.7,0,34.784,0,30.214,41,48.0,41,48.0,5,28.7,0,34.8,0,30.2,5,5.2
7,1,20,115,0,Not Available,00:28.127,0,00:34.004,0,00:31.353,0,86.7,43:21.4,43:21.4,00:28.1,00:34.0,00:31.4,SM,00:00.00,0.0,DRAGONo,250.0,Location 7,Free Practice 1,0,28.127,0,34.004,0,31.353,43,21.4,43,21.4,0,28.1,0,34.0,0,31.4,0,0.0
7,1,21,75,2,Not Available,00:24.988,0,00:29.554,2,00:27.496,2,98.8,44:43.5,44:43.5,00:25.0,00:29.6,00:27.5,SM,00:00.00,0.0,DRAGONo,250.0,Location 7,Free Practice 1,0,24.988,0,29.554,0,27.496,44,43.5,44,43.5,0,25.0,0,29.6,0,27.5,0,0.0
7,1,22,112,0,Not Available,00:28.562,0,00:33.235,0,00:28.228,0,90.1,46:13.5,46:13.5,00:28.6,00:33.2,00:28.2,SM,00:00.00,0.0,DRAGONo,250.0,Location 7,Free Practice 1,0,28.562,0,33.235,0,28.228,46,13.5,46,13.5,0,28.6,0,33.2,0,28.2,0,0.0
71,1,1,92,0,Not Available,01:02.2,0,00:35.187,0,00:34.846,0,61.3,02:12.3,02:12.3,01:02.2,00:35.2,00:34.8,NN,00:36.9,0.0,ROK ,245.27729934550464,Location 7,Free Practice 1,1,2.2,0,35.187,0,34.846,2,12.3,2,12.3,1,2.2,0,35.2,0,34.8,0,36.9
71,1,2,72,0,Not Available,00:27.693,0,00:33.64,0,00:33.612,0,85.4,03:47.2,03:47.2,00:27.7,00:33.6,00:33.6,NN,00:00.00,0.0,ROK ,245.27729934550464,Location 7,Free Practice 1,0,27.693,0,33.64,0,33.612,3,47.2,3,47.2,0,27.7,0,33.6,0,33.6,0,0.0
71,1,3,100,0,Not Available,00:30.259,0,00:59.477,0,00:32.986,0,66.1,05:49.9,05:49.9,00:30.3,00:59.5,00:33.0,NN,00:00.00,0.0,ROK ,245.27729934550464,Location 7,Free Practice 1,0,30.259,0,59.477,0,32.986,5,49.9,5,49.9,0,30.3,0,59.5,0,33.0,0,0.0
71,1,4,91,0,Not Available,00:26.306,0,00:31.38,0,00:36.118,0,86.4,07:23.7,07:23.7,00:26.3,00:31.4,00:36.1,NN,00:00.00,0.0,ROK ,245.27729934550464,Location 7,Free Practice 1,0,26.306,0,31.38,0,36.118,7,23.7,7,23.7,0,26.3,0,31.4,0,36.1,0,0.0
71,1,5,141,0,Not Available,00:26.183,0,00:31,0,00:28.611,0,94.5,08:49.5,08:49.5,00:26.2,00:31.0,00:28.6,NN,00:00.00,0.0,ROK ,245.27729934550464,Location 7,Free Practice 1,0,26.183,0,31.0,0,28.611,8,49.5,8,49.5,0,26.2,0,31.0,0,28.6,0,0.0
71,1,6,88,0,Not Available,00:25.931,0,00:31.328,0,00:28.385,0,94.7,10:15.2,10:15.2,00:25.9,00:31.3,00:28.4,NN,00:00.00,0.0,ROK ,245.27729934550464,Location 7,Free Practice 1,0,25.931,0,31.328,0,28.385,10,15.2,10,15.2,0,25.9,0,31.3,0,28.4,0,0.0
71,1,7,131,0,Not Available,00:25.978,0,00:31.904,0,00:28.512,0,93.8,11:41.6,11:41.6,00:26.0,00:31.9,00:28.5,NN,00:00.00,0.0,ROK ,245.27729934550464,Location 7,Free Practice 1,0,25.978,0,31.904,0,28.512,11,41.6,11,41.6,0,26.0,0,31.9,0,28.5,0,0.0
71,1,8,98,0,Not Available,00:26.21,0,00:31.574,0,00:28.128,0,94.4,13:07.5,13:07.5,00:26.2,00:31.6,00:28.1,NN,00:00.00,0.0,ROK ,245.27729934550464,Location 7,Free Practice 1,0,26.21,0,31.574,0,28.128,13,7.5,13,7.5,0,26.2,0,31.6,0,28.1,0,0.0
71,1,9,74,0,Not Available,00:29.574,0,00:35.509,0,00:33.114,0,82.6,14:45.7,14:45.7,00:29.6,00:35.5,00:33.1,NN,00:00.00,0.0,ROK ,245.27729934550464,Location 7,Free Practice 1,0,29.574,0,35.509,0,33.114,14,45.7,14,45.7,0,29.6,0,35.5,0,33.1,0,0.0
71,1,10,70,0,Not Available,00:25.723,0,00:30.777,0,00:27.932,0,96.0,16:10.1,16:10.1,00:25.7,00:30.8,00:27.9,NN,00:00.00,0.0,ROK ,245.27729934550464,Location 7,Free Practice 1,0,25.723,0,30.777,0,27.932,16,10.1,16,10.1,0,25.7,0,30.8,0,27.9,0,0.0
71,1,11,88,0,Not Available,00:31.796,0,00:40.778,0,00:35.321,0,75.1,17:58.0,17:58.0,00:31.8,00:40.8,00:35.3,NN,00:00.00,0.0,ROK ,245.27729934550464,Location 7,Free Practice 1,0,31.796,0,40.778,0,35.321,17,58.0,17,58.0,0,31.8,0,40.8,0,35.3,0,0.0
71,1,12,87,0,Not Available,00:25.377,0,00:30.408,0,00:28.222,0,96.5,19:22.0,19:22.0,00:25.4,00:30.4,00:28.2,NN,00:00.00,0.0,ROK ,245.27729934550464,Location 7,Free Practice 1,0,25.377,0,30.408,0,28.222,19,22.0,19,22.0,0,25.4,0,30.4,0,28.2,0,0.0
71,1,13,73,0,Not Available,00:30.239,0,00:35.853,0,00:30.31,0,84.1,20:58.4,20:58.4,00:30.2,00:35.9,00:30.3,NN,00:00.00,0.0,ROK ,245.27729934550464,Location 7,Free Practice 1,0,30.239,0,35.853,0,30.31,20,58.4,20,58.4,0,30.2,0,35.9,0,30.3,0,0.0
71,1,14,82,0,B,00:25.521,0,00:30.594,0,00:34.612,0,89.4,22:29.1,22:29.1,00:25.5,00:30.6,00:34.6,NN,00:00.00,0.0,ROK ,245.27729934550464,Location 7,Free Practice 1,0,25.521,0,30.594,0,34.612,22,29.1,22,29.1,0,25.5,0,30.6,0,34.6,0,0.0
71,1,15,93,0,Not Available,05:16.7,0,00:33.462,0,00:38.333,0,20.9,28:57.6,28:57.6,05:16.7,00:33.5,00:38.3,NN,04:53.2,0.0,ROK ,235.0,Location 7,Free Practice 1,5,16.7,0,33.462,0,38.333,28,57.6,28,57.6,5,16.7,0,33.5,0,38.3,4,53.2
